Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
TA Kambalame,S28E2627UJ1,,89O2R8M1H8R,Kambalame,,,,,,,,,Salima,,
TA Kambwiri,H4VVEX2749W,,89O2R8M1H8R,Kambwiri,,,,,,,,,Salima,,
TA Khombedza,02P631EHRX0,,89O2R8M1H8R,Khombedza,,,,,,,,,Salima,,
TA Maganga,LYF81G5HBD4,,89O2R8M1H8R,Maganga,,,,,,,,,Salima,,
TA Msosa,033ZN2172P4,,89O2R8M1H8R,Msosa,,,,,,,,,Salima,,
TA Mwanza,24W63EY5CCE,,89O2R8M1H8R,Mwanza,,,,,,,,,Salima,,
TA Ndindi,7GOZA5F8LK1,,89O2R8M1H8R,Ndindi,,,,,,,,,Salima,,
TA Pemba,66LCWQ99F4U,,89O2R8M1H8R,Pemba,,,,,,,,,Salima,,
TA Bvumbwe,49387KD12M6,,6394C65X5QD,Bvumbwe,,,,,,,,,Thyolo,,
TA Changata,CDA85CEZ91B,,6394C65X5QD,Changata,,,,,,,,,Thyolo,,
TA Chimaliro,6N4WFPRH5F8,,6394C65X5QD,Chimaliro,,,,,,,,,Thyolo,,
TA Chimombo,OUL5A20E8Y3,,6394C65X5QD,Chimombo,,,,,,,,Duplicate,Thyolo,,
TA Kapichi,29KV12IFT2M,,6394C65X5QD,Kapichi,,,,,,,,,Thyolo,,
TA Khwethemule,I23D03RA9G7,,6394C65X5QD,Khwethemule,,,,,,,,,Thyolo,,
TA Mbawela,84871T4NI84,,6394C65X5QD,Mbawela,,,,,,,,,Thyolo,,
TA Mphuka,I11UBM2IE26,,6394C65X5QD,Mphuka,,,,,,,,,Thyolo,,
TA Nanseta,L560856P3A7,,6394C65X5QD,Nanseta,,,,,,,,,Thyolo,,
TA Nchilamwela,S1A3T0T0FSW,,6394C65X5QD,Nchilamwela,,,,,,,,,Thyolo,,
TA Ngolongoliwa,YAM05T7JH12,,6394C65X5QD,Ngolongoliwa,,,,,,,,,Thyolo,,
TA Nsabwe,4SIZMQ0OMYE,,6394C65X5QD,Nsabwe,,,,,,,,,Thyolo,,
TA Thomas,TTV853Z0G6O,,6394C65X5QD,Thomas,,,,,,,,,Thyolo,,
STA Ngwelero,7989GTID6CI,,99E3D38Q60Z,Ngwelero,,,,,,,,,Zomba,,
STA Nkagula,0WB3VN0Z9I1,,99E3D38Q60Z,Nkagula,,,,,,,,,Zomba,,
STA Nkapita,6D6YYOLPL4Y,,99E3D38Q60Z,Nkapita,,,,,,,,,Zomba,,
STA Ntholowa,58T66MV2823,,99E3D38Q60Z,Ntholowa,,,,,,,,,Zomba,,
TA Chikowi,9ZLQK0YN6HC,,99E3D38Q60Z,Chikowi,,,,,,,,,Zomba,,
TA Kuntumanji,LKYFS96180R,,99E3D38Q60Z,Kuntumanji,,,,,,,,,Zomba,,
TA Malemia,50CQ7Q791XB,,99E3D38Q60Z,Malemia,,,,,,,,Duplicate,Zomba,,
TA Mbiza,YO3X3149CU6,,99E3D38Q60Z,Mbiza,,,,,,,,,Zomba,,
TA Mkumbira,MOA2BJ97Q32,,99E3D38Q60Z,Mkumbira,,,,,,,,,Zomba,,
TA Mlumbe,FZY688IVS8Q,,99E3D38Q60Z,Mlumbe,,,,,,,,Duplicate,Zomba,,
TA Mwambo,B085QPAH5FO,,99E3D38Q60Z,Mwambo,,,,,,,,,Zomba,,
Mwima Health Centre,iQmvSbGhycA,,V33E79I4PWI,Mwima Health Centre,,,,,,,,,,,
Namanolo Health Centre,spgBSrohYPo,,V33E79I4PWI,Namanolo Health Centre,,,,,,,,,,,
Chamwabvi Dispensary,nN7JVSObAf7,,VQQ7Z94VD2B,Chamwabvi Dispensary,,,,,,,,,,,
Amalika Dispensary,lIGQGBEICWx,,49387KD12M6,Amalika Dispensary,,,,,,,,,,,
Bvumbwe Health Centre,c2h7xIrYLsw,,49387KD12M6,Bvumbwe Health Centre,,,,,,,,,,,
Bvumbwe Research Health Centre,rhk8NxfYxDu,,49387KD12M6,Bvumbwe Research Health Centre,,,,,,,,,,,
Makungwa Health Centre(Bvumbwe),q3B88KiRZ72,,49387KD12M6,Makungwa Health Centre(Bvumbwe),,,,,,,,,,,
Naming'omba estate clinic,VLJsrQrzivg,,49387KD12M6,Naming'omba estate clinic,,,,,,,,,,,
Thunga Health Centre,RCNInuIslmh,,49387KD12M6,Thunga Health Centre,,,,,,,,,,,
Mkumba Health Centre,XQ14A9f2j8N,,8PB3K29SYOB,Mkumba Health Centre,,,,,,,,,,,
Mulibwanji Hospital,GjCDed8EK8B,,8PB3K29SYOB,Mulibwanji Hospital,,,,,,,,,,,
Nancholi Dispensary,Q90Za7zl8zB,,8PB3K29SYOB,Nancholi Dispensary,,,,,,,,,,,
Nangalamu Health Centre,xSi6MZN3hAK,,8PB3K29SYOB,Nangalamu Health Centre,,,,,,,,,,,
Sinyala Dispensary,OojoWe533hy,,8PB3K29SYOB,Sinyala Dispensary,,,,,,,,,,,
Somba Health Centre,HrORTH4UNrp,,8PB3K29SYOB,Somba Health Centre,,,,,,,,,,,
Bunda Clinic,sTbvB4c8oX1,,007NJNPFT79,Bunda Clinic,,,,,,,,,,,
Chadza Health Centre,cnyjtiMcC1D,,007NJNPFT79,Chadza Health Centre,,,,,,,,,,,
Katchale Health Centre,SUO29yrjbH4,,007NJNPFT79,Katchale Health Centre,,,,,,,,,,,
Maluwa Health Centre,LL3TLeE40xi,,007NJNPFT79,Maluwa Health Centre,,,,,,,,,,,
Bowe Health Centre,glIscvEdIJz,,9U6PI2V2SO6,Bowe Health Centre,,,,,,,,,,,
Chakhaza Health Centre,SL1ePpPFaki,,9U6PI2V2SO6,Chakhaza Health Centre,,,,,,,,,,,
Chinkhwiri Health Centre,RTw32nxbRoB,,9U6PI2V2SO6,Chinkhwiri Health Centre,,,,,,,,,,,
Chizolowondo Health Centre,e1HOrMxNhpf,,9U6PI2V2SO6,Chizolowondo Health Centre,,,,,,,,,,,
Kasese Health centre,JX6hyvnBrlF,,9U6PI2V2SO6,Kasese Health centre,,,,,,,,,,,
Madisi Hospital,g9wv1lKcdzp,,9U6PI2V2SO6,Madisi Hospital,,,,,,,,,,,
Chigodi Health Centre,ShsLuR0OWt2,,35V81XW7592,Chigodi Health Centre,,,,,,,,,,,
Lizulu Health Centre,yZVsJTXGxyZ,,35V81XW7592,Lizulu Health Centre,,,,,,,,,,,
Mlanda Health Centre,IvqvjIvVBaK,,35V81XW7592,Mlanda Health Centre,,,,,,,,,,,
Chaone Health Centre,AalwV4ZrGDO,,32XR93ZSM8D,Chaone Health Centre,,,,,,,,,,,
Chamba Health Centre (Machinga),lNsSSuNKbIP,,32XR93ZSM8D,Chamba Health Centre (Machinga),,,,,,,,,,,
Champiti Health Centre,l86AxfTg26J,,4VWX73X1JHO,Champiti Health Centre,,,,,,,,,,,
Nsipe Health Centre,DZq9bb4C1Jn,,4VWX73X1JHO,Nsipe Health Centre,,,,,,,,,,,
Changata Health Centre,SnNGsSfYB0h,,CDA85CEZ91B,Changata Health Centre,,,,,,,,,,,
St Martins Molere Health Centre,POK4qrJEUda,,CDA85CEZ91B,St Martins Molere Health Centre,,,,,,,,,,,
Kankao Health Centre,HmTVrgdnucu,,3V04J8FH956,Kankao Health Centre,,,,,,,,,,,
Tsoyo Dispensary,NZE1wxbWvTa,,MN00DF0G7H0,Tsoyo Dispensary,,,,,,,,,,,
Fpam Clinic Neno,niuHkgX6xQs,,H67UVZ808Q3,Fpam Clinic Neno,,,,,,,,,,,
Matandani Health Centre,JKAFWLrwdji,,H67UVZ808Q3,Matandani Health Centre,,,,,,,,,,,
Neno District Hospital,Rmh4wKR794k,,H67UVZ808Q3,Neno District Hospital,,,,,,,,,,,
Mdeka Health Centre,fQCAaNl0UMA,,H3JXZVC1E7O,Mdeka Health Centre,,,,,,,,,,,
Blm Zomba,ODxMk91ZMph,,9ZLQK0YN6HC,Blm Zomba,,,,,,,,,,,
City Clinic Zomba,DMxPrQcg4z4,,9ZLQK0YN6HC,City Clinic Zomba,,,,,,,,,,,
Lambulira Health Centre,fDKWlLdMpdy,,9ZLQK0YN6HC,Lambulira Health Centre,,,,,,,,,,,
Magomero Health Centre,MfSWVpArbHS,,9ZLQK0YN6HC,Magomero Health Centre,,,,,,,,,,,
Mayaka Health Centre,JQgSk2DFvqZ,,9ZLQK0YN6HC,Mayaka Health Centre,,,,,,,,,,,
Namikango Health Centre,AWytIG2qdwP,,9ZLQK0YN6HC,Namikango Health Centre,,,,,,,,,,,
Police Hospital,QwBJxR5kKa1,,9ZLQK0YN6HC,Police Hospital,,,,,,,,,,,
Sadzi Health Centre,BuyHhYha5dP,,9ZLQK0YN6HC,Sadzi Health Centre,,,,,,,,,,,
Thondwe Health Centre,WSD1egGlSlf,,9ZLQK0YN6HC,Thondwe Health Centre,,,,,,,,,,,
Blm Rumphi,x8xrWAL5gAZ,,ZX463M96601,Blm Rumphi,,,,,,,,,,,
Bolero Rural Hospital,Oc3g2Wv2s5M,,ZX463M96601,Bolero Rural Hospital,,,,,,,,,,,
Eva Demaya Centre,crKYTgv7r7B,,ZX463M96601,Eva Demaya Centre,,,,,,,,,,,
Mwazisi Health Centre,JeN3ydrU4lR,,ZX463M96601,Mwazisi Health Centre,,,,,,,,,,,
Rumphi District Hospital,ELlvUH7sci2,,ZX463M96601,Rumphi District Hospital,,,,,,,,,,,
St Patricks Health Centre(Rumphi),F5rBhJR8YzL,,ZX463M96601,St Patricks Health Centre(Rumphi),,,,,,,,,,,
Chisitu Health Centre,PWPeexIOdmn,,TW8T0D43D1S,Chisitu Health Centre,,,,,,,,,,,
Mbiza Health Centre,dmGyp0vetoz,,TW8T0D43D1S,Mbiza Health Centre,,,,,,,,,,,
Mulanje Mission Hospital,MKIDkeCfVCc,,TW8T0D43D1S,Mulanje Mission Hospital,,,,,,,,,,,
Chikweo Health Centre,teLlh1E6CxB,,F4C7HSZQ0M2,Chikweo Health Centre,,,,,,,,,,,
Mzandu Health Centre,zbzy1EAHemL,,7LZ27TR42YK,Mzandu Health Centre,,,,,,,,,,,
Kanyezi Health Centre,U6sLs3tOzpC,,NKGQ1Z4O1Y2,Kanyezi Health Centre,,,,,,,,,,,
Matumba Health Centre,I5QjWlvvwsI,,NKGQ1Z4O1Y2,Matumba Health Centre,,,,,,,,,,,
Mdeza Dispensary,jJwUNjSxgTS,,NKGQ1Z4O1Y2,Mdeza Dispensary,,,,,,,,,,,
Chilipa Health Centre (Mangochi),fwUSM7rJllv,,3O3I018J45Z,Chilipa Health Centre (Mangochi),,,,,,,,,,,
Kapire Dream Centre,TZ4Ea3gK3yA,,3O3I018J45Z,Kapire Dream Centre,,,,,,,,,,,
Kapire Health Centre,bOzeauFIWQA,,3O3I018J45Z,Kapire Health Centre,,,,,,,,,,,
Phirilongwe Health Centre,IXMfufQaORA,,3O3I018J45Z,Phirilongwe Health Centre,,,,,,,,,,,
Chinguluwe Health Centre (Ntchisi),Pl1TeNOgCAr,,34EL2N2E4A5,Chinguluwe Health Centre (Ntchisi),,,,,,,,,,,
Malambo Health Centre,kcEdNoW9QOb,,34EL2N2E4A5,Malambo Health Centre,,,,,,,,,,,
Malomo Health Centre,mxfexio2lQ4,,34EL2N2E4A5,Malomo Health Centre,,,,,,,,,,,
Chimaliro Health Centre,WraUiby57xZ,,6N4WFPRH5F8,Chimaliro Health Centre,,,,,,,,,,,
Chimvu Health Centre,G5HX22BSHz2,,6N4WFPRH5F8,Chimvu Health Centre,,,,,,,,,,,
Chingazi Health Centre,mTERmNgVCmE,,6N4WFPRH5F8,Chingazi Health Centre,,,,,,,,,,,
Chisoka Health Center,Lb0qop7gLSH,,6N4WFPRH5F8,Chisoka Health Center,,,,,,,,,,,
Chisoka Health Centre,T3MNLfsBtT4,,6N4WFPRH5F8,Chisoka Health Centre,,,,,,,,,,,
Mangunda Health Centre,jkGTBAmFE1b,,6N4WFPRH5F8,Mangunda Health Centre,,,,,,,,,,,
Mikolongwe Health Centre,ZEhFEU99s7M,,6N4WFPRH5F8,Mikolongwe Health Centre,,,,,,,,,,,
Kamphata Dispensary,DzmTX22yCZc,,FZ7UL9IEJW0,Kamphata Dispensary,,,,,,,,,,,
Adventist Health Centre,E3kLgwow7On,,XU095M9YQ2Z,Adventist Health Centre,,,,,,,,,,,
Area 18 Medi Clinic,sXNwy8bRFub,,XU095M9YQ2Z,Area 18 Medi Clinic,,,,,,,,,,,
Area 18 Urban Health Centre,h2ls2FUTYDc,,XU095M9YQ2Z,Area 18 Urban Health Centre,,,,,,,,,,,
Area 30 Police Clinic,LAO8ozAkDKO,,XU095M9YQ2Z,Area 30 Police Clinic,,,,,,,,,,,
Chiwamba Health Centre,RDvTBoMA8m4,,XU095M9YQ2Z,Chiwamba Health Centre,,,,,,,,,,,
Lingadzi Private Clinic,no3kcRH6rEJ,,XU095M9YQ2Z,Lingadzi Private Clinic,,,,,,,,,,,
Masm Area 43,tqyiGsEE1FJ,,XU095M9YQ2Z,Masm Area 43,,,,,,,,,,,
Masm Medi Clinic Lilongwe,g9sKqV981QU,,XU095M9YQ2Z,Masm Medi Clinic Lilongwe,,,,,,,,,,,
Mseche Clinic,kEalcH7WPX0,,XU095M9YQ2Z,Mseche Clinic,,,,,,,,,,,
St. John of God Mental Hospital (Lilongwe),yftleYsvzyI,,XU095M9YQ2Z,St. John of God Mental Hospital (Lilongwe),,,,,,,,,,,
Kukalanga Dispensary,QOSmQ9gyzBp,,S165C44Y388,Kukalanga Dispensary,,,,,,,,,,,
Mtimabii Health Centre,U0L0TzkTg4Y,,S165C44Y388,Mtimabii Health Centre,,,,,,,,,,,
Bulala Health Centre,hDkZbRiskMg,,4L4NFFN7GQ5,Bulala Health Centre,,,,,,,,,,,
Endindeni Health Centre,J3iNTezM5iw,,4L4NFFN7GQ5,Endindeni Health Centre,,,,,,,,,,,
Euthini Rural Hospital,a7zgH8mf2GX,,4L4NFFN7GQ5,Euthini Rural Hospital,,,,,,,,,,,
Madede Health Centre,p3frzwQQnXF,,4L4NFFN7GQ5,Madede Health Centre,,,,,,,,,,,
Mbalachanda Health Centre,aLanDLYSxOP,,4L4NFFN7GQ5,Mbalachanda Health Centre,,,,,,,,,,,
Mtende Health Centre,o0hX9ak46oU,,4L4NFFN7GQ5,Mtende Health Centre,,,,,,,,,,,
Mzalangwe Health Centre,tca66OfpOph,,4L4NFFN7GQ5,Mzalangwe Health Centre,,,,,,,,,,,
Mzambazi Rural Hospital,L0obMixrYsw,,4L4NFFN7GQ5,Mzambazi Rural Hospital,,,,,,,,,,,
Ng'onga Health Centre,CyLPblDfB5N,,NH02S0ITEN6,Ng'onga Health Centre,,,,,,,,,,,
Gogode Health Centre,HcsIEmls8R2,,K9UXZP3U58N,Gogode Health Centre,,,,,,,,,,,
Chimbalanga Health Centre,JCrM0zdamqT,,TH73U2MEZA2,Chimbalanga Health Centre,,,,,,,,,,,
Chitera Health Centre,mxsHHN4zZft,,46X1JPLNZZV,Chitera Health Centre,,,,,,,,,,,
Namadzi Health Centre,bthDRjgyzgo,,46X1JPLNZZV,Namadzi Health Centre,,,,,,,,,,,
Alliance One Clinic,wDyK6ODo0vg,,43J60W92X58,Alliance One Clinic,,,,,,,,,,,
Area 25 Banja La Mtsogolo Dispensary,CbwhI6UruPB,,43J60W92X58,Area 25 Banja La Mtsogolo Dispensary,,,,,,,,,,,
Area 25 Urban Health Centre,mFfOvxjq4y2,,43J60W92X58,Area 25 Urban Health Centre,,,,,,,,,,,
Auction Holdings Clinic Kanengo,RpvcgQPC14I,,43J60W92X58,Auction Holdings Clinic Kanengo,,,,,,,,,,,
Bethsaida Private Hospital,zdVWMYRfufn,,43J60W92X58,Bethsaida Private Hospital,,,,,,,,,,,
Blessings Hospital,Y8mjMFSYoPw,,43J60W92X58,Blessings Hospital,,,,,,,,,,,
Carlsberg / Sobo Clinic Lilongwe,RgWEk9xdDv2,,43J60W92X58,Carlsberg / Sobo Clinic Lilongwe,,,,,,,,,,,
Central Health Clinic Area 47,IFUSwNgJdi7,,43J60W92X58,Central Health Clinic Area 47,,,,,,,,,,,
Daeyang Luke Hospital,LKsJWFXsxOB,,43J60W92X58,Daeyang Luke Hospital,,,,,,,,,,,
Dzenza Health Centre,hpUbeZgjQkx,,43J60W92X58,Dzenza Health Centre,,,,,,,,,,,
Gika Clinic,VGwB7sXLiHF,,43J60W92X58,Gika Clinic,,,,,,,,,,,
Jti Leaf Clinic Kanengo,PekPpdgGi9g,,43J60W92X58,Jti Leaf Clinic Kanengo,,,,,,,,,,,
Kanengo Tobacco Processors Clinic,PKEeM8l1Sym,,43J60W92X58,Kanengo Tobacco Processors Clinic,,,,,,,,,,,
Limbe Leaf Tobacco Clinic Lilongwe,IEPmsKQJaGW,,43J60W92X58,Limbe Leaf Tobacco Clinic Lilongwe,,,,,,,,,,,
Lumbadzi Health Centre,UrNi47KXEKp,,43J60W92X58,Lumbadzi Health Centre,,,,,,,,,,,
Mbang'ombe 1 Health Centre,AsETHxlmpIL,,43J60W92X58,Mbang'ombe 1 Health Centre,,,,,,,,,,,
Ngoni Health Centre,U1sHpxxw4WH,,43J60W92X58,Ngoni Health Centre,,,,,,,,,,,
Nainunje Health Centre,UlGsSjoERdc,,B2F65T8N48Q,Nainunje Health Centre,,,,,,,,,,,
Chezi Dispensary,salIVfMt9RA,,402JUMO4195,Chezi Dispensary,,,,,,,,,,,
Grace Health Centre,v1vDgkOvZ0w,,402JUMO4195,Grace Health Centre,,,,,,,,,,,
Mvera Mission Health Centre,QKnbzIuwFb6,,402JUMO4195,Mvera Mission Health Centre,,,,,,,,,,,
Mvera Support Battalion Health Centre,aockNsOfjIt,,402JUMO4195,Mvera Support Battalion Health Centre,,,,,,,,,,,
Nalunga Health Centre,jcUguNrYDmp,,402JUMO4195,Nalunga Health Centre,,,,,,,,,,,
Thonje Health Centre,V75SGRWLZNR,,402JUMO4195,Thonje Health Centre,,,,,,,,,,,
Chikole Dispensary,KjntOeutm1x,,1RKXGWZNOL7,Chikole Dispensary,,,,,,,,,,,
Chiunda Dispensary,y87TEluIKWT,,1RKXGWZNOL7,Chiunda Dispensary,,,,,,,,,,,
Malombe Dispensary,n9kEwAvGSIu,,1RKXGWZNOL7,Malombe Dispensary,,,,,,,,,,,
Malukula Health Centre,dOgr5wPfLaq,,1RKXGWZNOL7,Malukula Health Centre,,,,,,,,,,,
Mase Health Centre,c8uCPvKeeEM,,1RKXGWZNOL7,Mase Health Centre,,,,,,,,,,,
St Martin Hospital,RfcuOXpbcam,,1RKXGWZNOL7,St Martin Hospital,,,,,,,,,,,
Dambe Health Centre,EiLdri7MySb,,4S210XR3897,Dambe Health Centre,,,,,,,,,,,
Neno Parish Health Centre,I4Vox6oteWl,,4S210XR3897,Neno Parish Health Centre,,,,,,,,,,,
Nsambe Sda Health Centre,HxziIaDjatq,,4S210XR3897,Nsambe Sda Health Centre,,,,,,,,,,,
Dzoole Health Centre,lykzV97DJgq,,M4GG9DX5351,Dzoole Health Centre,,,,,,,,,,,
Kachere Health Centre,veqbrdZo1K1,,S27G2AI7MD1,Kachere Health Centre,,,,,,,,,,,
Mwaya Health Centre,aqRm9wq0aIA,,S27G2AI7MD1,Mwaya Health Centre,,,,,,,,,,,
Bwanje Health Centre,LqUvHvI2ifc,,L4GHLZ3KHB3,Bwanje Health Centre,,,,,,,,,,,
Ganya Health Centre,eWHvY4VmR4R,,L4GHLZ3KHB3,Ganya Health Centre,,,,,,,,,,,
Kandeu Health Centre,QIjZYskL19K,,L4GHLZ3KHB3,Kandeu Health Centre,,,,,,,,,,,
Kasinje Health Centre,kW3Ro43YXwB,,L4GHLZ3KHB3,Kasinje Health Centre,,,,,,,,,,,
Sharpe Valley Health Centre,Wwu7pZG2KuR,,L4GHLZ3KHB3,Sharpe Valley Health Centre,,,,,,,,,,,
Gumba Dispensary,qUpaRCpnoux,,5LH40K3XAFE,Gumba Dispensary,,,,,,,,,,,
Chiponde Health Centre (Mangochi),VphQvehsaVR,,9RKXGWZNOL5,Chiponde Health Centre (Mangochi),,,,,,,,,,,
Chiumbangame Health Centre,ybAxvKHkzhK,,9RKXGWZNOL5,Chiumbangame Health Centre,,,,,,,,,,,
Jalasi Health Centre,s935PXX4rN2,,9RKXGWZNOL5,Jalasi Health Centre,,,,,,,,,,,
Mama Khadija Private ClinicNamwera,xdPgIAQLQ6L,,9RKXGWZNOL5,Mama Khadija Private ClinicNamwera,,,,,,,,,,,
Namwera Health Centre,SjXKV0RvdBG,,9RKXGWZNOL5,Namwera Health Centre,,,,,,,,,,,
Sr Marthas Health Centre,hwx0GuqLuBN,,9RKXGWZNOL5,Sr Marthas Health Centre,,,,,,,,,,,
Bwengu Health Centre,jn7xfbY43dS,,DTT256S181H,Bwengu Health Centre,,,,,,,,,,,
Luzi Health Centre,p9HxhQYtEuW,,DTT256S181H,Luzi Health Centre,,,,,,,,,,,
Mwanga Health Centre,Js5P9ZU5K6r,,B1ZJA98731X,Mwanga Health Centre,,,,,,,,,,,
Chitekesa Health Centre,u4mqH5iShLL,,B1ZJA98731X,Chitekesa Health Centre,,,,,,,,,,,
Mkhwayi Health Centre,tRNfX43j5Mv,,B1ZJA98731X,Mkhwayi Health Centre,,,,,,,,,,,
Namphungo Health Centre,PxkHQqgxweP,,KXSQMKWZE7Y,Namphungo Health Centre,,,,,,,,,,,
Namulenga Health Centre,uLVlUIL4rlD,,KXSQMKWZE7Y,Namulenga Health Centre,,,,,,,,,,,
Nkomaula Health Centre,PY3CbMBy53P,,KXSQMKWZE7Y,Nkomaula Health Centre,,,,,,,,,,,
Thuchila Health Centre,xIfDdYzRS5G,,KXSQMKWZE7Y,Thuchila Health Centre,,,,,,,,,,,
Chikowa Health Centre (Lilongwe),TJjz5jiFlqF,,472479L047R,Chikowa Health Centre (Lilongwe),,,,,,,,,,,
Kabudula Rural Hospital,O6y74hiWU9z,,472479L047R,Kabudula Rural Hospital,,,,,,,,,,,
Nambuma Health Centre,qlkyWX9EEaw,,472479L047R,Nambuma Health Centre,,,,,,,,,,,
Nsaru Health Centre,lxulWQBn6fT,,472479L047R,Nsaru Health Centre,,,,,,,,,,,
Ukwe Health Centre,Q8nVnVo1NOY,,472479L047R,Ukwe Health Centre,,,,,,,,,,,
Chesamu Health Centre,zxDIIqsUrk8,,2C0IC59RAI2,Chesamu Health Centre,,,,,,,,,,,
Chitheka Health Centre,Sf6KvkaT3UQ,,2C0IC59RAI2,Chitheka Health Centre,,,,,,,,,,,
Kavuzi Health Centre,g7LNUVG1pQA,,2C0IC59RAI2,Kavuzi Health Centre,,,,,,,,,,,
Kawalazi Plantation Clinic,UT6ad8gmKjC,,2C0IC59RAI2,Kawalazi Plantation Clinic,,,,,,,,,,,
Mzenga Health Centre,DCafjM4Ew3G,,2C0IC59RAI2,Mzenga Health Centre,,,,,,,,,,,
Nthungwa Health Centre,qXonH3FiBYn,,2C0IC59RAI2,Nthungwa Health Centre,,,,,,,,,,,
Mbera Health Centre,vHwtNk0Bvmi,,8XGS755Z896,Mbera Health Centre,,,,,,,,,,,
Chimoto Health Centre,VbO2d6WVW6Q,,397684946R6,Chimoto Health Centre,,,,,,,,,,,
Kafele Health Centre,LGvOkReAslr,,397684946R6,Kafele Health Centre,,,,,,,,,,,
Lobi Health Centre,yEDgnTigUVO,,397684946R6,Lobi Health Centre,,,,,,,,,,,
Maonde Health Centre,YK6aK071R8v,,397684946R6,Maonde Health Centre,,,,,,,,,,,
Mikondo Dispensary,fQgxgDx2iHA,,397684946R6,Mikondo Dispensary,,,,,,,,,,,
Mlangali Dispensary,a6eACcAs40A,,397684946R6,Mlangali Dispensary,,,,,,,,,,,
Mphathi Health Centre,KCFtEvMrZ3Z,,397684946R6,Mphathi Health Centre,,,,,,,,,,,
Mphunzi Health Centre,eXOvuYIG9YP,,397684946R6,Mphunzi Health Centre,,,,,,,,,,,
Mtendere Health Centre,r0KnLCBcTr3,,397684946R6,Mtendere Health Centre,,,,,,,,,,,
Tiyese Private Maternity,lrb5YjvXHcf,,397684946R6,Tiyese Private Maternity,,,,,,,,,,,
Golomoti Health Centre,DuvCctg3dhx,,4FP252BPJCI,Golomoti Health Centre,,,,,,,,,,,
Kachindamoto Dispensary,UoujHkWWWBq,,4FP252BPJCI,Kachindamoto Dispensary,,,,,,,,,,,
Kaundu Health Centre,H0sBidyA6PK,,4FP252BPJCI,Kaundu Health Centre,,,,,,,,,,,
Mganja Maternity,qb1Mj9bHSca,,4FP252BPJCI,Mganja Maternity,,,,,,,,,,,
Mtakataka Health Centre,wtmWonh9GZt,,4FP252BPJCI,Mtakataka Health Centre,,,,,,,,,,,
Mtakataka Police Health Centre,Fo4Nu1Khoqq,,4FP252BPJCI,Mtakataka Police Health Centre,,,,,,,,,,,
Mua Mission Hospital,niNbaFnNCgp,,4FP252BPJCI,Mua Mission Hospital,,,,,,,,,,,
Nakalanzi Health Centre,yRUuIksTiLm,,4FP252BPJCI,Nakalanzi Health Centre,,,,,,,,,,,
Jalawe Health Centre,rWDOWogc1O7,,ST2AB157CU3,Jalawe Health Centre,,,,,,,,,,,
Lura Health Centre,E1n8QFnk7M2,,ST2AB157CU3,Lura Health Centre,,,,,,,,,,,
